,clust,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
4551,0,Oregon,6869.1853439999995,No,Basic,College,2/19/11,Unemployed,F,0,Suburban,Single,69.0,18,71,0.0,2.0,Corporate Auto,Corporate L2,Offer2,Branch,331.2,Four-Door Car,Medsize
4552,0,California,3054.541283,No,Extended,Bachelor,2/25/11,Unemployed,M,0,Suburban,Single,88.0,29,19,0.0,1.0,Personal Auto,Personal L1,Offer2,Agent,422.4,Four-Door Car,Small
4553,3,Oregon,4874.216555,No,Basic,College,9/2/2011,Employed,M,92783,Rural,Married,61.0,1,47,0.0,6.0,Personal Auto,Personal L1,Offer2,Agent,6.6712679999999995,Two-Door Car,Medsize
4554,3,Arizona,2747.429661,No,Basic,Doctor,12/1/2011,Employed,F,83502,Suburban,Married,68.0,25,36,0.0,1.0,Personal Auto,Personal L3,Offer2,Branch,368.963633,Four-Door Car,Medsize
4555,3,Oregon,8717.049833,Yes,Basic,College,2/14/11,Employed,M,83846,Suburban,Married,74.0,22,94,0.0,2.0,Personal Auto,Personal L1,Offer2,Agent,355.2,Four-Door Car,Large
4556,2,Oregon,4099.659085,No,Basic,High School or Below,9/2/2011,Medical Leave,F,18606,Suburban,Married,110.0,12,45,0.0,1.0,Personal Auto,Personal L3,Offer3,Agent,568.8449049999999,SUV,Medsize
4557,3,Arizona,8189.967712000001,No,Basic,Doctor,2/25/11,Employed,M,72191,Urban,Married,68.0,19,48,0.0,2.0,Personal Auto,Personal L3,Offer3,Call Center,209.387509,Four-Door Car,Medsize
4558,1,Oregon,5225.03143,No,Basic,College,9/2/2011,Employed,M,57733,Suburban,Married,66.0,24,66,0.0,5.0,Personal Auto,Personal L2,Offer4,Call Center,393.528054,Two-Door Car,Medsize
4559,1,Arizona,7949.284259999999,No,Extended,Doctor,6/1/2011,Employed,M,63688,Suburban,Married,99.0,28,93,0.0,6.0,Personal Auto,Personal L2,Offer2,Branch,475.2,Four-Door Car,Medsize
4560,1,California,3135.405606,No,Extended,College,3/1/2011,Employed,F,55855,Urban,Married,79.0,10,71,0.0,1.0,Personal Auto,Personal L2,Offer4,Branch,272.9955,Four-Door Car,Medsize
4561,1,Oregon,3939.0063700000005,Yes,Extended,Bachelor,1/28/11,Employed,F,60021,Suburban,Married,99.0,12,28,0.0,1.0,Special Auto,Special L1,Offer2,Agent,882.8719449999999,Four-Door Car,Small
4562,0,Arizona,5325.724541,Yes,Basic,High School or Below,2/21/11,Unemployed,M,0,Suburban,Married,73.0,17,44,0.0,7.0,Corporate Auto,Corporate L1,Offer2,Call Center,496.474767,Two-Door Car,Medsize
4563,3,California,16414.039911750002,No,Extended,High School or Below,2/2/2011,Employed,M,74300,Urban,Married,122.0,23,38,0.0,2.0,Personal Auto,Personal L3,Offer2,Web,354.55391000000003,SUV,Medsize
4564,0,Washington,3459.230941,No,Extended,Bachelor,7/1/2011,Unemployed,M,0,Suburban,Married,96.0,6,8,0.0,1.0,Corporate Auto,Corporate L3,Offer3,Web,460.8,Four-Door Car,Medsize
4565,1,Oregon,16414.039911750002,No,Basic,High School or Below,1/28/11,Employed,F,51747,Suburban,Married,71.0,8,71,0.0,2.0,Personal Auto,Personal L3,Offer2,Web,340.8,Four-Door Car,Medsize
4566,2,Arizona,2753.312714,No,Basic,High School or Below,7/1/2011,Employed,F,28887,Suburban,Single,73.0,16,15,0.0,1.0,Personal Auto,Personal L2,Offer1,Branch,425.81795,Four-Door Car,Medsize
4567,0,Arizona,12866.89474,No,Basic,High School or Below,8/2/2011,Unemployed,M,0,Suburban,Single,170.5,24,93,0.0,6.0,Personal Auto,Personal L3,Offer1,Agent,1415.5793019999999,Luxury Car,Small
4568,0,Nevada,4420.2489829999995,No,Basic,Bachelor,1/28/11,Unemployed,F,0,Suburban,Single,68.0,0,93,0.0,5.0,Personal Auto,Personal L3,Offer2,Agent,546.4200089999999,Four-Door Car,Large
4569,1,Nevada,2756.472584,No,Basic,High School or Below,1/27/11,Employed,M,43540,Rural,Married,70.0,29,60,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Call Center,117.585017,Two-Door Car,Medsize
4570,3,Nevada,7743.918426,No,Basic,Bachelor,1/25/11,Employed,F,96961,Rural,Married,64.0,24,99,0.0,2.0,Corporate Auto,Corporate L3,Offer4,Call Center,81.377259,Two-Door Car,Medsize
4571,2,Arizona,8169.746083,No,Basic,College,1/26/11,Employed,F,32799,Suburban,Divorced,104.0,7,27,0.0,3.0,Personal Auto,Personal L2,Offer1,Agent,499.2,SUV,Medsize
4572,0,Nevada,3569.864625,No,Basic,Bachelor,2/27/11,Unemployed,F,0,Suburban,Single,101.0,12,38,0.0,1.0,Personal Auto,Personal L3,Offer1,Call Center,1201.085226,SUV,Small
4573,3,California,10656.88195,Yes,Extended,Bachelor,2/27/11,Employed,F,72540,Suburban,Married,88.0,7,3,0.0,2.0,Personal Auto,Personal L2,Offer2,Call Center,631.743039,Two-Door Car,Medsize
4574,2,California,7092.635635,No,Premium,Master,1/14/11,Employed,M,35173,Rural,Married,170.5,24,9,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,415.331869,Sports Car,Medsize
4575,1,Washington,2777.3418850000003,No,Basic,High School or Below,1/2/2011,Employed,F,65431,Suburban,Married,69.0,7,90,0.0,1.0,Personal Auto,Personal L2,Offer4,Call Center,331.2,Four-Door Car,Medsize
4576,0,Arizona,7550.41865,No,Basic,High School or Below,1/15/11,Unemployed,F,0,Suburban,Married,100.0,20,48,0.0,6.0,Corporate Auto,Corporate L3,Offer1,Agent,480.0,SUV,Small
4577,0,Washington,4727.354547999999,No,Basic,Bachelor,3/1/2011,Unemployed,M,0,Suburban,Single,72.0,23,7,0.0,3.0,Personal Auto,Personal L2,Offer2,Call Center,345.6,Four-Door Car,Medsize
4578,0,Arizona,14274.55485,No,Extended,High School or Below,2/2/2011,Unemployed,M,0,Suburban,Single,84.0,35,42,0.0,2.0,Personal Auto,Personal L1,Offer4,Call Center,604.8,Four-Door Car,Medsize
4579,2,California,9559.340024,No,Extended,High School or Below,1/24/11,Employed,F,40672,Suburban,Divorced,121.0,28,99,0.0,3.0,Corporate Auto,Corporate L3,Offer1,Call Center,580.8,SUV,Medsize
4580,1,California,8879.790017,Yes,Basic,High School or Below,3/2/2011,Employed,F,52583,Urban,Single,113.0,12,59,0.0,7.0,Personal Auto,Personal L3,Offer1,Agent,528.2008599999999,SUV,Small
4581,1,Arizona,5525.470004,No,Basic,College,1/2/2011,Employed,F,64816,Suburban,Married,69.0,30,33,0.0,7.0,Corporate Auto,Corporate L2,Offer3,Agent,331.2,Four-Door Car,Small
4582,2,California,5923.2080000000005,No,Basic,Bachelor,2/20/11,Employed,F,36685,Suburban,Married,74.0,15,25,0.0,5.0,Corporate Auto,Corporate L1,Offer1,Branch,355.2,Four-Door Car,Medsize
4583,0,Oregon,8501.652884000001,No,Extended,High School or Below,1/31/11,Unemployed,M,0,Suburban,Single,136.0,20,98,0.0,6.0,Personal Auto,Personal L2,Offer1,Web,979.2,Sports Car,Medsize
4584,3,California,16414.039911750002,No,Extended,Master,1/13/11,Employed,F,77143,Rural,Married,125.0,5,49,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,176.006384,SUV,Small
4585,1,Arizona,2584.824329,No,Basic,Master,2/23/11,Employed,M,60942,Urban,Married,64.0,11,56,0.0,1.0,Special Auto,Special L1,Offer2,Call Center,288.205261,Two-Door Car,Large
4586,0,Arizona,16414.039911750002,No,Basic,High School or Below,5/1/2011,Unemployed,F,0,Suburban,Single,61.0,12,77,0.0,2.0,Personal Auto,Personal L3,Offer3,Branch,366.60473199999996,Two-Door Car,Medsize
4587,2,Oregon,11981.98481,Yes,Basic,Master,1/20/11,Retired,F,21514,Urban,Married,62.0,0,59,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,257.248789,Two-Door Car,Medsize
4588,2,Washington,3933.8139929999998,Yes,Basic,High School or Below,1/23/11,Employed,M,25927,Suburban,Single,103.0,6,20,0.0,1.0,Personal Auto,Personal L3,Offer2,Web,674.973614,SUV,Medsize
4589,2,Oregon,2491.257604,Yes,Basic,High School or Below,12/2/2011,Medical Leave,F,25965,Suburban,Divorced,65.0,23,27,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,329.206567,Four-Door Car,Medsize
4590,2,Arizona,7431.664369,No,Extended,Bachelor,1/15/11,Employed,F,27688,Suburban,Married,92.0,8,86,0.0,8.5,Personal Auto,Personal L3,Offer1,Agent,572.352362,Four-Door Car,Small
4591,3,Oregon,7865.182898,No,Extended,High School or Below,1/23/11,Employed,F,75490,Rural,Married,97.0,33,20,0.0,7.0,Corporate Auto,Corporate L3,Offer2,Agent,43.084332,Four-Door Car,Medsize
4592,2,Oregon,15978.91049,No,Extended,Bachelor,1/15/11,Employed,F,33871,Suburban,Single,136.0,2,23,0.0,2.0,Personal Auto,Personal L3,Offer1,Call Center,933.6246550000001,SUV,Medsize
4593,0,Nevada,2113.85703,No,Basic,College,2/25/11,Unemployed,F,0,Suburban,Single,65.0,27,37,0.0,1.0,Personal Auto,Personal L1,Offer3,Call Center,468.0,Four-Door Car,Small
4594,3,California,8661.735884,No,Basic,College,1/19/11,Employed,M,85470,Suburban,Single,109.0,23,31,0.0,6.0,Personal Auto,Personal L2,Offer1,Agent,523.2,SUV,Medsize
4595,3,Washington,5625.307768,No,Basic,College,2/28/11,Employed,M,97095,Urban,Married,70.0,4,8,0.0,5.0,Personal Auto,Personal L1,Offer4,Branch,208.035411,Four-Door Car,Large
4596,3,Washington,4592.150374,No,Basic,College,2/13/11,Employed,F,73604,Rural,Married,114.0,15,89,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,184.222768,SUV,Medsize
4597,0,California,3709.9197240000003,No,Basic,Bachelor,1/29/11,Unemployed,M,0,Suburban,Single,112.0,13,33,0.0,1.0,Personal Auto,Personal L2,Offer2,Agent,1082.898726,SUV,Medsize
4598,2,California,8208.929715,No,Premium,Bachelor,11/1/2011,Employed,F,40646,Suburban,Married,103.0,22,6,0.0,8.0,Personal Auto,Personal L3,Offer2,Web,494.4,Four-Door Car,Medsize
4599,3,Arizona,5595.389905,Yes,Basic,High School or Below,5/2/2011,Employed,F,74454,Suburban,Single,71.0,25,29,0.0,3.0,Personal Auto,Personal L3,Offer2,Call Center,340.8,Four-Door Car,Medsize
4600,2,Arizona,3413.6225600000002,No,Extended,High School or Below,12/2/2011,Medical Leave,F,18168,Suburban,Married,87.0,25,50,0.0,1.0,Personal Auto,Personal L2,Offer2,Agent,417.6,Two-Door Car,Medsize
4601,0,Nevada,6325.0305960000005,No,Extended,High School or Below,2/28/11,Unemployed,M,0,Suburban,Married,89.0,4,86,0.0,7.0,Personal Auto,Personal L2,Offer3,Agent,614.572672,Two-Door Car,Medsize
4602,0,Oregon,6393.874612,No,Basic,Master,1/27/11,Unemployed,M,0,Suburban,Single,66.0,4,6,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,316.8,Four-Door Car,Large
4603,1,Arizona,8738.401012999999,No,Premium,Bachelor,1/26/11,Employed,M,43597,Suburban,Married,110.0,20,24,0.0,6.0,Personal Auto,Personal L3,Offer1,Agent,528.0,Two-Door Car,Medsize
4604,0,Oregon,4836.394361,No,Premium,High School or Below,2/25/11,Unemployed,M,0,Suburban,Divorced,140.0,15,87,0.0,1.0,Personal Auto,Personal L2,Offer3,Branch,672.0,SUV,Small
4605,1,Oregon,16414.039911750002,No,Basic,High School or Below,2/15/11,Employed,M,66825,Rural,Married,69.0,11,47,0.0,2.0,Personal Auto,Personal L3,Offer4,Agent,70.031111,Four-Door Car,Medsize
4606,0,California,5409.955926,No,Basic,High School or Below,2/26/11,Unemployed,F,0,Suburban,Single,62.0,1,9,0.0,2.0,Personal Auto,Personal L3,Offer2,Agent,297.6,Four-Door Car,Medsize
4607,0,California,2344.2331879999997,No,Basic,Bachelor,2/16/11,Unemployed,M,0,Suburban,Single,74.0,13,42,0.0,1.0,Personal Auto,Personal L2,Offer4,Branch,532.8,Four-Door Car,Medsize
4608,2,Oregon,15173.96841,No,Extended,High School or Below,2/26/11,Employed,F,22448,Suburban,Married,126.0,20,32,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,604.8,SUV,Medsize
4609,1,Oregon,11124.20636,No,Extended,College,1/17/11,Employed,M,42596,Rural,Single,96.0,8,82,0.0,2.0,Personal Auto,Personal L1,Offer1,Web,42.293622,Four-Door Car,Medsize
4610,0,Oregon,4863.266809000001,No,Basic,Bachelor,1/20/11,Unemployed,M,0,Suburban,Single,70.0,3,35,0.0,5.0,Corporate Auto,Corporate L3,Offer2,Agent,646.785442,Four-Door Car,Small
4611,3,Arizona,5577.5412799999995,No,Basic,College,9/1/2011,Employed,M,97868,Urban,Married,70.0,5,22,0.0,3.0,Special Auto,Special L2,Offer3,Branch,267.786573,Two-Door Car,Large
4612,3,California,4526.94696,No,Basic,High School or Below,9/2/2011,Employed,F,92921,Rural,Married,112.0,35,49,0.0,1.0,Personal Auto,Personal L2,Offer2,Call Center,109.28708,SUV,Medsize
4613,2,Washington,2519.569496,No,Basic,Bachelor,10/1/2011,Employed,M,41372,Suburban,Married,64.0,21,32,0.0,1.0,Personal Auto,Personal L2,Offer2,Branch,307.2,Four-Door Car,Small
4614,2,California,4892.422239,No,Basic,High School or Below,1/27/11,Medical Leave,F,26660,Suburban,Married,63.0,23,40,0.0,8.0,Personal Auto,Personal L2,Offer3,Agent,453.6,Two-Door Car,Medsize
4615,1,Washington,16414.039911750002,No,Extended,High School or Below,1/27/11,Employed,M,58851,Suburban,Married,79.0,11,33,0.0,2.0,Personal Auto,Personal L1,Offer2,Web,494.187643,Four-Door Car,Medsize
4616,3,California,8564.768226,Yes,Basic,High School or Below,2/17/11,Employed,M,95697,Rural,Married,107.0,29,29,0.0,8.5,Corporate Auto,Corporate L3,Offer2,Agent,178.006524,Sports Car,Medsize
4617,0,California,4419.5395229999995,No,Basic,Master,1/28/11,Unemployed,F,0,Suburban,Married,112.0,16,12,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,537.6,SUV,Medsize
4618,0,Arizona,5637.740051,No,Extended,Bachelor,2/26/11,Unemployed,M,0,Suburban,Divorced,84.0,4,52,0.0,4.0,Personal Auto,Personal L3,Offer2,Agent,403.2,Four-Door Car,Large
4619,3,Washington,5047.483378,No,Basic,Bachelor,1/14/11,Employed,M,81741,Urban,Single,64.0,10,94,0.0,8.0,Corporate Auto,Corporate L2,Offer1,Agent,186.448395,Four-Door Car,Medsize
4620,1,Oregon,4913.118904,No,Basic,College,6/2/2011,Employed,F,48295,Urban,Single,63.0,25,96,0.0,8.0,Personal Auto,Personal L1,Offer1,Branch,290.30155299999996,Four-Door Car,Medsize
4621,1,Nevada,5799.063709,No,Basic,High School or Below,1/29/11,Employed,F,65538,Urban,Married,72.0,24,86,0.0,3.0,Personal Auto,Personal L3,Offer4,Web,261.341223,Four-Door Car,Small
4622,1,Oregon,5568.984683,No,Basic,College,1/15/11,Employed,M,53997,Suburban,Married,69.0,26,3,0.0,3.0,Personal Auto,Personal L3,Offer1,Branch,345.158393,Four-Door Car,Medsize
4623,3,Oregon,3861.4862689999995,Yes,Extended,College,6/1/2011,Employed,F,93272,Urban,Married,95.0,3,54,0.0,1.0,Personal Auto,Personal L3,Offer2,Branch,281.110788,Four-Door Car,Medsize
4624,1,California,2912.9139579999996,No,Basic,Bachelor,5/2/2011,Employed,F,68899,Rural,Single,74.0,6,60,0.0,1.0,Personal Auto,Personal L3,Offer2,Branch,66.103422,Two-Door Car,Medsize
4625,0,California,6980.325287000001,No,Basic,Bachelor,1/25/11,Unemployed,M,0,Suburban,Single,67.0,20,14,0.0,2.0,Corporate Auto,Corporate L3,Offer3,Branch,321.6,Four-Door Car,Medsize
4626,0,Nevada,6769.3248109999995,No,Extended,High School or Below,4/1/2011,Unemployed,F,0,Suburban,Single,97.0,31,43,0.0,7.0,Personal Auto,Personal L3,Offer1,Agent,698.4,Four-Door Car,Small
4627,1,Oregon,8193.555045000001,No,Basic,Bachelor,2/20/11,Employed,M,54950,Urban,Married,103.0,25,75,0.0,7.0,Corporate Auto,Corporate L1,Offer4,Web,480.578584,SUV,Medsize
4628,3,California,7519.133631000001,Yes,Extended,High School or Below,2/20/11,Employed,M,96306,Rural,Divorced,95.0,12,17,0.0,6.0,Personal Auto,Personal L1,Offer1,Agent,185.355353,Four-Door Car,Medsize
4629,3,Nevada,3746.03079,No,Extended,Bachelor,1/26/11,Employed,F,70342,Suburban,Single,96.0,3,99,0.0,1.0,Personal Auto,Personal L2,Offer3,Web,685.907341,Four-Door Car,Small
4630,3,Arizona,2592.437797,Yes,Basic,High School or Below,2/1/2011,Employed,M,72421,Suburban,Married,65.0,8,23,0.0,1.0,Personal Auto,Personal L2,Offer2,Call Center,312.0,Four-Door Car,Small
4631,0,California,4548.291613,No,Extended,Bachelor,6/2/2011,Unemployed,F,0,Suburban,Married,132.0,5,88,0.0,1.0,Personal Auto,Personal L2,Offer1,Branch,950.4,Sports Car,Large
4632,3,Oregon,2885.002508,No,Basic,College,1/21/11,Employed,F,77748,Rural,Married,72.0,1,51,0.0,1.0,Personal Auto,Personal L3,Offer2,Branch,7.214579,Two-Door Car,Medsize
4633,2,Oregon,4883.551402,No,Basic,Bachelor,2/1/2011,Disabled,F,19096,Suburban,Divorced,64.0,17,5,0.0,3.0,Personal Auto,Personal L3,Offer1,Web,374.8996,Two-Door Car,Medsize
4634,3,Arizona,9061.057741,No,Premium,Master,2/18/11,Employed,F,73876,Urban,Married,112.0,19,71,0.0,8.0,Personal Auto,Personal L1,Offer3,Web,419.303041,Four-Door Car,Medsize
4635,0,Washington,16414.039911750002,No,Extended,High School or Below,1/15/11,Unemployed,M,0,Suburban,Single,170.5,1,29,0.0,5.0,Personal Auto,Personal L1,Offer3,Agent,1706.4,Luxury Car,Medsize
4636,2,Oregon,11177.7521,No,Basic,Bachelor,1/16/11,Employed,M,20742,Urban,Single,100.0,17,52,0.0,2.0,Personal Auto,Personal L2,Offer2,Web,455.851876,SUV,Medsize
4637,1,Arizona,4364.311890999999,No,Basic,College,1/18/11,Employed,M,44804,Suburban,Single,114.0,15,13,0.0,1.0,Corporate Auto,Corporate L3,Offer4,Branch,778.3500730000001,SUV,Medsize
4638,1,Arizona,16414.039911750002,No,Basic,Bachelor,1/1/2011,Employed,F,52993,Urban,Married,64.0,16,86,0.0,2.0,Personal Auto,Personal L1,Offer1,Call Center,304.699889,Four-Door Car,Medsize
4639,1,Oregon,4926.282836,No,Basic,Bachelor,9/1/2011,Employed,F,49185,Rural,Married,61.0,11,92,0.0,8.0,Corporate Auto,Corporate L3,Offer3,Branch,126.950071,Two-Door Car,Medsize
4640,1,Oregon,16414.039911750002,No,Basic,High School or Below,1/2/2011,Employed,F,69240,Urban,Single,170.5,16,29,0.0,2.0,Personal Auto,Personal L3,Offer2,Branch,744.769131,Luxury SUV,Medsize
4641,2,Oregon,5149.301306,No,Extended,Bachelor,1/22/11,Employed,F,26877,Suburban,Married,131.0,5,2,0.0,1.0,Personal Auto,Personal L2,Offer4,Agent,628.8,SUV,Small
4642,3,Arizona,8016.747629,No,Basic,Bachelor,1/29/11,Employed,F,82828,Urban,Married,67.0,14,36,0.0,2.0,Personal Auto,Personal L2,Offer4,Agent,217.47277599999998,Four-Door Car,Medsize
4643,3,California,2538.857089,No,Basic,Bachelor,11/2/2011,Employed,M,99824,Suburban,Married,63.0,1,56,0.0,1.0,Special Auto,Special L2,Offer1,Agent,302.4,Four-Door Car,Medsize
4644,2,California,10498.92645,No,Extended,Bachelor,4/2/2011,Employed,M,30352,Rural,Married,89.0,21,13,0.0,2.0,Personal Auto,Personal L2,Offer1,Web,146.11068500000002,Four-Door Car,Medsize
4645,0,Oregon,2448.646138,No,Basic,College,8/2/2011,Unemployed,M,0,Suburban,Married,69.0,7,68,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Branch,331.2,Two-Door Car,Medsize
4646,2,Oregon,6057.07208,Yes,Extended,Bachelor,2/14/11,Retired,M,27681,Suburban,Married,83.0,13,62,0.0,8.5,Personal Auto,Personal L3,Offer2,Agent,398.4,Two-Door Car,Medsize
4647,3,Nevada,8295.837442,No,Premium,Bachelor,10/2/2011,Employed,F,85478,Rural,Married,103.0,29,15,0.0,6.0,Personal Auto,Personal L1,Offer1,Call Center,224.15941600000002,Two-Door Car,Medsize
4648,3,Oregon,2786.661219,No,Basic,High School or Below,3/1/2011,Employed,F,94310,Suburban,Divorced,70.0,1,76,0.0,1.0,Corporate Auto,Corporate L3,Offer4,Agent,430.769347,Four-Door Car,Small
4649,0,Oregon,16414.039911750002,Yes,Extended,College,1/2/2011,Retired,F,13663,Suburban,Single,97.0,1,66,0.0,2.0,Corporate Auto,Corporate L3,Offer1,Branch,465.6,Four-Door Car,Small
4650,0,Arizona,11469.62991,No,Premium,High School or Below,6/1/2011,Disabled,F,10384,Suburban,Married,151.0,5,72,0.0,5.0,Personal Auto,Personal L2,Offer1,Agent,914.4340970000001,SUV,Medsize
4651,2,California,3557.368368,No,Extended,Doctor,2/21/11,Disabled,M,17272,Suburban,Married,93.0,30,58,0.0,1.0,Personal Auto,Personal L2,Offer4,Call Center,446.4,Two-Door Car,Medsize
4652,1,Nevada,8317.302512999999,No,Basic,College,1/18/11,Employed,F,64367,Rural,Married,104.0,2,14,0.0,8.5,Personal Auto,Personal L2,Offer3,Call Center,96.431061,SUV,Medsize
4653,1,Oregon,7601.951104000001,No,Extended,Bachelor,1/29/11,Employed,M,47519,Urban,Married,96.0,21,2,0.0,4.0,Personal Auto,Personal L1,Offer2,Branch,245.248248,Two-Door Car,Medsize
4654,2,Arizona,9426.971158,No,Extended,College,1/16/11,Medical Leave,M,26263,Suburban,Divorced,85.0,11,31,0.0,2.0,Special Auto,Special L2,Offer4,Agent,475.159732,Two-Door Car,Large
4655,0,Oregon,6418.849149000001,No,Basic,Bachelor,1/17/11,Unemployed,M,0,Suburban,Single,63.0,30,34,0.0,2.0,Personal Auto,Personal L3,Offer1,Call Center,556.85728,Two-Door Car,Medsize
4656,0,California,6788.084852,No,Extended,High School or Below,1/13/11,Unemployed,F,0,Suburban,Single,93.0,2,70,0.0,8.5,Personal Auto,Personal L3,Offer2,Branch,855.3417289999999,Two-Door Car,Medsize
4657,3,California,3358.6609789999998,No,Extended,High School or Below,2/18/11,Employed,F,77309,Suburban,Married,83.0,22,6,0.0,1.0,Personal Auto,Personal L2,Offer4,Agent,596.3209429999999,Two-Door Car,Small
4658,1,Oregon,2439.930981,No,Basic,College,10/1/2011,Employed,F,50876,Urban,Married,61.0,13,60,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,171.248196,Four-Door Car,Medsize
4659,2,Oregon,4505.85011,No,Basic,Bachelor,3/2/2011,Medical Leave,M,20284,Suburban,Single,65.0,14,84,0.0,3.0,Personal Auto,Personal L2,Offer1,Agent,532.806637,Four-Door Car,Medsize
4660,2,California,2309.596399,No,Basic,College,3/1/2011,Retired,M,22567,Suburban,Single,69.0,6,12,0.0,1.0,Personal Auto,Personal L2,Offer4,Branch,496.8,Four-Door Car,Large
4661,1,California,2541.523959,No,Basic,Bachelor,1/27/11,Employed,M,63546,Rural,Married,64.0,1,53,0.0,1.0,Personal Auto,Personal L2,Offer3,Call Center,131.813652,Four-Door Car,Medsize
4662,0,Nevada,6414.081362,No,Extended,High School or Below,1/22/11,Unemployed,M,0,Suburban,Single,89.0,0,12,0.0,5.0,Personal Auto,Personal L3,Offer1,Call Center,640.8,Four-Door Car,Medsize
4663,2,Oregon,2585.206268,No,Basic,College,12/1/2011,Employed,F,28137,Suburban,Married,65.0,23,2,0.0,1.0,Personal Auto,Personal L1,Offer3,Web,312.0,Two-Door Car,Large
4664,2,California,2961.31408,No,Extended,Master,2/28/11,Medical Leave,M,22608,Suburban,Married,77.0,5,10,0.0,1.0,Personal Auto,Personal L1,Offer2,Agent,369.6,Four-Door Car,Small
4665,3,California,2759.978287,Yes,Basic,Bachelor,3/1/2011,Employed,M,92296,Suburban,Married,69.0,4,65,0.0,1.0,Corporate Auto,Corporate L2,Offer2,Agent,331.2,Two-Door Car,Medsize
4666,0,Oregon,3341.6835,No,Basic,College,10/2/2011,Unemployed,M,0,Suburban,Single,69.0,9,72,0.0,3.0,Personal Auto,Personal L3,Offer4,Branch,331.2,Two-Door Car,Large
4667,0,Washington,5169.49937,Yes,Basic,High School or Below,2/26/11,Medical Leave,M,12430,Suburban,Single,73.0,22,13,0.0,4.0,Special Auto,Special L2,Offer2,Call Center,350.4,Four-Door Car,Medsize
4668,0,Oregon,4117.3723899999995,No,Basic,High School or Below,11/2/2011,Unemployed,F,0,Suburban,Single,116.0,19,99,0.0,1.0,Personal Auto,Personal L1,Offer1,Web,1301.796063,SUV,Small
4669,1,Washington,5552.596353,No,Basic,High School or Below,2/27/11,Employed,M,50470,Suburban,Divorced,71.0,1,87,0.0,8.0,Corporate Auto,Corporate L2,Offer4,Call Center,377.498287,Two-Door Car,Large
4670,1,Arizona,7285.030983,Yes,Basic,High School or Below,2/28/11,Employed,M,44788,Suburban,Married,61.0,6,48,0.0,2.0,Personal Auto,Personal L1,Offer2,Agent,386.031248,Four-Door Car,Small
4671,1,Nevada,13916.934459999999,No,Premium,College,2/1/2011,Employed,F,52423,Suburban,Single,119.0,2,80,0.0,2.0,Corporate Auto,Corporate L1,Offer1,Web,571.2,Four-Door Car,Medsize
4672,2,Nevada,11044.42715,No,Extended,College,4/1/2011,Employed,F,29696,Urban,Single,139.0,17,41,0.0,3.0,Personal Auto,Personal L3,Offer3,Call Center,478.107847,SUV,Medsize
4673,2,Oregon,3531.039178,No,Extended,College,2/25/11,Employed,F,26884,Urban,Married,89.0,11,84,0.0,1.0,Special Auto,Special L2,Offer4,Call Center,238.132215,Four-Door Car,Medsize
4674,1,California,2759.618207,No,Basic,College,9/1/2011,Employed,M,64388,Suburban,Married,69.0,12,51,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,331.2,Two-Door Car,Small
4675,0,Oregon,6500.409697,No,Basic,Bachelor,3/1/2011,Unemployed,F,0,Suburban,Single,61.0,13,37,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,292.8,Four-Door Car,Medsize
4676,2,Oregon,6369.262355,Yes,Extended,High School or Below,1/20/11,Employed,M,34498,Suburban,Single,83.0,30,72,0.0,7.0,Personal Auto,Personal L1,Offer2,Branch,398.4,Two-Door Car,Small
4677,3,Arizona,13083.48622,No,Basic,Bachelor,9/2/2011,Employed,M,73060,Suburban,Married,108.0,9,78,0.0,2.0,Special Auto,Special L3,Offer2,Call Center,518.4,SUV,Medsize
4678,0,Oregon,2150.906016,No,Basic,Bachelor,1/29/11,Unemployed,M,0,Suburban,Single,63.0,8,83,0.0,1.0,Personal Auto,Personal L1,Offer1,Branch,453.6,Two-Door Car,Medsize
4679,1,Arizona,8447.888167000001,No,Basic,Bachelor,2/18/11,Employed,F,61337,Rural,Married,105.0,35,46,0.0,8.5,Personal Auto,Personal L2,Offer1,Call Center,2.54009,SUV,Medsize
4680,0,Nevada,5075.420953,No,Basic,College,11/1/2011,Unemployed,M,0,Suburban,Single,73.0,28,8,0.0,3.0,Corporate Auto,Corporate L2,Offer3,Agent,350.4,Two-Door Car,Medsize
