,clust,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?
2066,2,771.0,0.0,1,1,1,40256.0,4.0,0.0,0.0,4203,1
2067,0,89708.0,0.0,1,1,1,8000.0,4.0,0.0,0.0,3173,0
2068,2,75892.0,0.0,2,1,1,8738.0,15.0,0.0,0.0,4160,1
2069,2,140918.0,0.0,4,1,1,57626.25,32.0,0.0,0.0,3883,1
2070,4,203218.75,0.0,4,1,1,39680.0,22.0,700.0,2.5,3355,0
2071,0,14426.0,0.0,1,1,1,0.0,0.0,0.0,0.0,4096,0
2072,2,29559.0,0.0,4,1,1,28969.0,16.0,0.0,0.0,4236,1
2073,1,113113.0,0.0,3,1,1,10736.0,13.0,0.0,0.0,4307,0
2074,2,73027.0,0.0,4,1,1,34002.0,19.0,0.0,0.0,4063,1
2075,0,17386.0,0.0,1,1,1,0.0,0.0,0.0,0.0,3771,0
2076,0,9310.0,0.0,1,1,1,500.0,1.0,500.0,1.0,4272,0
2077,0,11023.0,0.0,1,1,1,0.0,0.0,0.0,0.0,4328,0
2078,4,55406.0,0.0,4,1,1,38118.0,18.0,500.0,1.0,4310,1
2079,0,47638.0,0.0,1,1,1,0.0,0.0,0.0,0.0,3739,0
2080,2,30040.0,0.0,2,1,1,8636.0,8.0,500.0,1.0,3873,1
2081,0,24787.0,0.0,1,1,1,1000.0,1.0,0.0,0.0,3930,0
2082,3,40758.0,0.0,1,1,1,3500.0,4.0,777.5,2.0,4299,0
2083,2,726.0,0.0,1,1,1,0.0,0.0,0.0,0.0,4268,1
2084,0,40686.0,0.0,1,1,1,260.0,2.0,0.0,0.0,4177,0
2085,0,16626.0,0.0,1,1,1,2500.0,13.0,0.0,0.0,4329,0
2086,3,18944.0,0.0,1,1,1,300.0,3.0,300.0,2.5,3932,0
2087,4,114949.0,0.0,5,1,1,57626.25,24.0,600.0,2.0,4294,1
2088,3,32522.0,0.0,1,1,1,5971.0,4.0,471.0,2.0,4042,0
2089,3,86533.0,0.0,1,1,1,3700.0,4.0,700.0,2.0,3600,0
2090,1,166470.0,0.0,2,1,1,9574.0,16.0,0.0,0.0,4194,0
2091,2,10797.0,0.0,1,1,1,0.0,0.0,0.0,0.0,3581,1
2092,1,131618.0,0.0,4,1,1,46473.0,16.0,0.0,0.0,4274,0
2093,3,77523.0,0.0,1,1,1,11050.0,5.0,777.5,2.0,4274,1
2094,3,47905.0,0.0,3,1,1,14575.0,16.0,777.5,2.5,4245,1
2095,0,28695.0,0.0,1,1,1,0.0,0.0,0.0,0.0,4173,0
2096,0,15253.0,0.0,2,1,1,5427.0,8.0,0.0,0.0,4373,0
2097,2,193818.0,0.0,3,1,1,16327.0,13.0,0.0,0.0,3768,1
2098,3,30556.0,0.0,1,1,1,950.0,5.0,550.0,2.5,4361,0
2099,0,22678.0,0.0,1,1,1,2125.0,7.0,0.0,0.0,4068,0
2100,1,89430.0,0.0,3,1,1,24314.0,18.0,0.0,0.0,1547,0
2101,2,26522.0,0.0,3,1,1,18479.0,13.0,0.0,0.0,4358,1
2102,0,59913.0,0.0,1,1,1,2210.0,5.0,150.0,1.0,3481,0
2103,0,16516.0,0.0,1,1,1,500.0,1.0,0.0,0.0,4275,0
2104,1,49050.0,0.0,3,1,1,18436.0,16.0,0.0,0.0,2426,0
2105,2,27981.0,0.0,5,1,1,57626.25,17.0,0.0,0.0,2921,1
2106,2,4939.0,0.0,1,1,1,1000.0,1.0,0.0,0.0,2515,1
2107,2,26077.0,0.0,1,1,1,6768.0,4.0,0.0,0.0,3487,1
2108,0,110893.0,0.0,1,1,1,4653.0,6.0,0.0,0.0,3645,0
2109,0,56455.0,0.0,1,1,1,6000.0,3.0,0.0,0.0,4218,0
2110,0,32699.0,0.0,1,1,1,1500.0,2.0,500.0,1.0,3167,0
2111,0,109790.0,0.0,1,1,1,16108.0,4.0,0.0,0.0,3123,0
2112,2,166681.0,0.0,5,1,1,57626.25,25.0,0.0,0.0,3287,1
2113,3,145233.0,0.0,1,1,1,9366.0,5.0,777.5,2.5,2626,1
2114,2,1054.0,0.0,1,1,1,15147.0,3.0,0.0,0.0,3133,1
2115,0,27532.0,0.0,1,1,1,4639.0,13.0,0.0,0.0,3939,0
2116,3,62464.0,0.0,1,1,1,5675.0,16.0,500.0,1.0,3820,0
2117,0,4041.0,0.0,1,1,1,0.0,0.0,0.0,0.0,3344,0
2118,2,28138.0,0.0,1,1,1,6330.0,29.0,0.0,0.0,3847,1
2119,0,33010.0,0.0,1,1,1,0.0,0.0,0.0,0.0,3915,0
2120,0,45687.0,0.0,1,1,1,45.0,2.0,0.0,0.0,2269,0
2121,2,12981.0,0.0,1,1,1,0.0,0.0,0.0,0.0,4246,1
2122,3,168246.0,0.0,1,1,1,4600.0,4.0,100.0,2.0,4103,1
2123,1,75505.0,0.0,4,1,1,30850.0,17.0,500.0,1.0,4007,0
2124,0,55591.0,0.0,2,1,1,8817.0,13.0,0.0,0.0,3693,0
2125,2,37358.0,0.0,4,1,1,50488.0,19.0,0.0,0.0,3967,1
2126,0,33803.0,0.0,1,1,1,6100.0,34.0,0.0,0.0,4079,0
2127,0,2500.0,0.0,1,1,1,2500.0,1.0,0.0,0.0,3717,0
2128,0,140527.0,0.0,1,1,1,3500.0,14.0,0.0,0.0,4023,0
2129,0,5360.0,0.0,1,1,1,0.0,0.0,0.0,0.0,4392,0
2130,3,124430.0,0.0,2,1,1,15523.0,17.0,777.5,2.5,4054,1
2131,1,203218.75,0.0,4,1,1,46771.0,14.0,0.0,0.0,4048,0
2132,1,203218.75,0.0,3,1,1,13639.0,15.0,180.0,1.0,3984,0
2133,4,53518.0,0.0,5,1,1,57626.25,30.0,400.0,1.0,3930,1
2134,2,122545.0,0.0,1,1,1,269.0,4.0,250.0,1.0,3834,1
2135,0,192889.0,0.0,1,1,1,10500.0,5.0,0.0,0.0,4096,0
2136,4,203218.75,0.0,4,1,1,47286.0,19.0,777.5,2.5,3980,0
2137,4,37833.0,0.0,4,1,1,48172.0,15.0,500.0,1.0,3551,1
2138,0,48256.0,0.0,1,1,1,9690.0,2.0,0.0,0.0,3979,0
2139,1,99704.0,0.0,2,1,1,15750.0,12.0,0.0,0.0,4106,0
2140,3,203218.75,0.0,1,1,1,4150.0,5.0,150.0,2.5,3599,0
2141,0,82497.0,0.0,1,1,1,0.0,0.0,0.0,0.0,3565,0
2142,0,15326.0,0.0,1,1,1,0.0,0.0,0.0,0.0,4140,0
2143,0,32619.0,0.0,1,1,1,1070.0,7.0,0.0,0.0,3846,0
2144,0,57017.0,0.0,1,1,1,2495.0,11.0,0.0,0.0,3854,0
2145,4,203218.75,0.0,4,1,1,29296.0,19.0,635.0,2.5,4189,0
2146,1,49375.0,0.0,3,1,1,23628.0,14.0,0.0,0.0,3797,0
2147,2,25341.0,0.0,1,1,1,38.0,4.0,0.0,0.0,3995,1
2148,1,45150.0,0.0,3,1,1,18907.0,13.0,0.0,0.0,4141,0
2149,3,187462.0,0.0,1,1,1,10500.0,5.0,500.0,2.5,3953,0
2150,0,19132.0,0.0,2,1,1,9124.0,17.0,0.0,0.0,3915,0
2151,4,196967.0,0.0,3,1,1,38490.0,37.0,777.5,2.5,4008,1
2152,0,13040.0,0.0,1,1,1,500.0,1.0,0.0,0.0,3972,0
2153,3,184301.0,0.0,1,1,1,6454.0,13.0,777.5,2.5,4010,0
2154,0,36294.0,0.0,1,1,1,0.0,0.0,0.0,0.0,3956,0
2155,0,89840.0,0.0,2,1,1,7048.0,14.0,0.0,0.0,3819,0
2156,2,6914.0,0.0,1,1,1,1500.0,1.0,0.0,0.0,3915,1
2157,2,28493.0,0.0,3,1,1,21845.0,22.0,300.0,1.0,3932,1
2158,0,111793.0,0.0,1,1,1,500.0,1.0,0.0,0.0,4057,0
2159,0,18700.0,0.0,1,1,1,870.0,2.0,0.0,0.0,3995,0
2160,0,53957.0,0.0,1,1,1,7000.0,4.0,500.0,1.0,4133,0
2161,3,135770.0,0.0,1,1,1,4700.0,5.0,200.0,2.5,4215,1
2162,4,189784.0,0.0,4,1,1,35464.0,18.0,777.5,2.5,4190,1
2163,1,60076.0,0.0,4,1,1,45582.0,9.0,0.0,0.0,3935,0
2164,0,3522.0,0.0,1,1,1,3522.0,4.0,0.0,0.0,3916,0
2165,0,36736.0,0.0,1,1,1,0.0,0.0,0.0,0.0,4134,0
2166,4,100634.0,0.0,1,3,1,57626.25,28.0,777.5,2.5,4193,1
2167,2,88918.0,0.0,2,1,1,5537.0,14.0,0.0,0.0,4180,1
2168,3,203218.75,0.0,1,1,1,25039.0,16.0,500.0,1.0,4173,0
2169,2,37948.0,0.0,3,1,1,19213.0,38.0,0.0,0.0,3914,1
2170,0,81552.0,0.0,2,1,1,7703.0,8.0,0.0,0.0,3855,0
2171,2,118067.0,0.0,2,1,1,8715.0,12.0,0.0,0.0,3718,1
2172,1,203218.75,0.0,4,1,1,29968.0,14.0,500.0,1.0,3869,0
2173,2,135488.0,0.0,5,1,1,57626.25,16.0,0.0,0.0,4117,1
2174,3,68243.0,0.0,2,1,1,10012.0,22.0,777.5,2.5,3888,0
2175,2,56693.0,0.0,2,1,1,20454.0,11.0,0.0,0.0,3893,1
2176,3,194875.0,0.0,1,1,1,7550.0,6.0,777.5,2.5,3831,1
2177,1,203218.75,0.0,4,1,1,28447.0,17.0,0.0,0.0,3848,0
2178,0,35425.0,0.0,1,1,1,4125.0,19.0,0.0,0.0,3834,0
2179,3,161579.0,0.0,1,1,1,7688.0,21.0,777.5,2.5,3811,0
2180,2,11314.0,0.0,1,1,1,741.0,4.0,0.0,0.0,3845,1
2181,1,119531.0,0.0,5,1,1,57626.25,38.0,250.0,1.0,4002,0
2182,3,48433.0,0.0,1,1,1,4300.0,5.0,777.5,2.5,3673,1
2183,0,10872.0,0.0,1,1,1,4500.0,27.0,0.0,0.0,3882,0
2184,3,109268.0,0.0,2,1,1,7401.0,17.0,750.0,1.0,4034,0
2185,1,105160.0,0.0,3,1,1,20458.0,21.0,0.0,0.0,3732,0
2186,2,90919.0,0.0,4,1,1,44430.0,17.0,0.0,0.0,3739,1
2187,3,50230.0,0.0,1,1,1,4149.0,9.0,777.5,2.5,3727,1
2188,1,74538.0,0.0,3,1,1,18835.0,21.0,0.0,0.0,2726,0
2189,2,4606.0,0.0,1,1,1,4320.0,6.0,0.0,0.0,3501,1
2190,1,61617.0,0.0,2,1,1,23495.0,13.0,0.0,0.0,3972,0
2191,0,15275.0,0.0,1,1,1,75.0,2.0,0.0,0.0,2761,0
2192,3,112891.0,0.0,1,1,1,500.0,1.0,500.0,1.0,3909,0
2193,3,41176.0,0.0,1,1,1,7624.0,7.0,777.5,2.5,3729,1
2194,2,81251.0,0.0,1,1,1,19500.0,6.0,0.0,0.0,3958,1
2195,0,18142.0,0.0,1,1,1,220.0,4.0,0.0,0.0,3638,0
2196,2,16200.0,0.0,4,1,1,40455.0,17.0,0.0,0.0,3840,1
2197,0,8913.0,0.0,1,1,1,2050.0,10.0,50.0,1.0,3630,0
2198,2,14372.0,0.0,2,1,1,9042.0,13.0,0.0,0.0,3557,1
2199,4,77965.0,0.0,4,1,1,41126.0,33.0,777.5,2.5,3120,1
2200,3,12271.0,0.0,2,1,1,7684.0,15.0,777.5,2.0,4219,0
2201,2,49874.0,0.0,4,1,1,39976.0,13.0,0.0,0.0,4293,1
2202,2,35445.0,0.0,1,1,1,3379.0,9.0,0.0,0.0,4198,1
2203,3,91755.0,0.0,1,1,1,5026.0,8.0,751.0,2.5,2676,0
2204,2,33753.0,0.0,3,1,1,14961.0,14.0,500.0,1.0,3335,1
2205,1,53750.0,0.0,3,1,1,23135.0,14.0,0.0,0.0,3736,0
2206,2,110132.0,0.0,1,1,1,19000.0,5.0,0.0,0.0,3271,1
2207,0,12221.0,0.0,1,1,1,511.0,4.0,0.0,0.0,3692,0
2208,0,65519.0,0.0,1,1,1,0.0,0.0,0.0,0.0,4150,0
2209,3,47291.0,0.0,1,1,1,1350.0,4.0,350.0,2.5,2336,1
2210,1,124564.0,0.0,3,1,1,11026.0,13.0,0.0,0.0,3840,0
2211,2,24111.0,0.0,2,1,1,9374.0,16.0,0.0,0.0,3802,1
2212,2,35801.0,0.0,1,1,1,3337.0,13.0,0.0,0.0,3743,1
2213,3,150972.0,0.0,1,1,1,2700.0,3.0,700.0,2.0,3645,1
2214,3,203218.75,0.0,1,1,1,14125.0,12.0,777.5,2.5,3683,1
2215,0,47090.0,0.0,1,1,1,0.0,0.0,0.0,0.0,3726,0
2216,2,1300.0,0.0,1,1,1,454.0,11.0,0.0,0.0,3691,1
2217,3,109103.0,0.0,1,1,1,19600.0,27.0,777.5,2.5,3739,1
2218,3,101057.0,0.0,1,1,1,13650.0,11.0,777.5,2.5,3600,1
2219,0,20900.0,0.0,1,1,1,1000.0,1.0,0.0,0.0,3685,0
2220,0,46607.0,0.0,1,1,1,0.0,0.0,0.0,0.0,3727,0
2221,0,33017.0,0.0,1,1,1,1069.0,7.0,250.0,1.0,3814,0
2222,2,30729.0,0.0,3,1,1,16456.0,15.0,0.0,0.0,3795,1
2223,0,35546.0,0.0,1,1,1,3376.0,10.0,0.0,0.0,3739,0
2224,0,7845.0,0.0,1,1,1,265.0,3.0,0.0,0.0,3508,0
2225,3,25788.0,0.0,1,1,1,4650.0,13.0,777.5,2.5,3687,1
2226,3,13543.0,0.0,1,1,1,1443.0,7.0,423.0,2.0,3811,1
2227,0,16618.0,0.0,1,1,1,897.0,5.0,0.0,0.0,3620,0
2228,0,11548.0,0.0,1,1,1,1634.0,7.0,0.0,0.0,3837,0
2229,0,22181.0,0.0,1,1,1,6245.0,15.0,0.0,0.0,3656,0
2230,1,203218.75,0.0,4,1,1,29039.0,17.0,0.0,0.0,3721,0
2231,0,25080.0,0.0,1,1,1,2060.0,12.0,0.0,0.0,3795,0
2232,2,17964.0,0.0,1,1,1,5030.0,23.0,0.0,0.0,3783,1
2233,1,155385.0,0.0,3,1,1,15267.0,12.0,0.0,0.0,3624,0
2234,0,3977.0,0.0,1,1,1,0.0,0.0,0.0,0.0,3593,0
2235,0,14620.0,0.0,1,1,1,0.0,0.0,0.0,0.0,2833,0
2236,0,46882.0,0.0,1,1,1,0.0,0.0,0.0,0.0,3701,0
2237,0,3350.0,0.0,1,1,1,65.0,3.0,0.0,0.0,3540,0
2238,0,3049.0,0.0,1,1,1,0.0,0.0,0.0,0.0,3613,0
2239,0,32377.0,0.0,1,1,1,250.0,2.0,250.0,2.0,3515,0
2240,3,9396.0,0.0,1,1,1,860.0,5.0,350.0,2.0,3588,1
2241,3,102669.0,0.0,2,1,1,6760.0,14.0,306.0,2.0,3265,1
2242,2,26745.0,0.0,1,1,1,17547.0,9.0,0.0,0.0,3664,1
2243,2,120576.0,0.0,4,1,1,36635.0,14.0,0.0,0.0,3823,1
2244,0,7658.0,0.0,1,1,1,300.0,1.0,0.0,0.0,3231,0
2245,2,11136.0,0.0,1,1,1,100.0,1.0,0.0,0.0,3571,1
2246,1,168778.0,0.0,5,1,1,57060.0,20.0,500.0,1.0,3326,0
2247,1,124979.0,0.0,3,1,1,14267.0,14.0,0.0,0.0,3720,0
2248,0,35659.0,0.0,1,1,1,1102.0,9.0,0.0,0.0,3533,0
2249,1,55996.0,0.0,3,1,1,12165.0,14.0,0.0,0.0,3582,0
2250,4,65904.0,0.0,4,1,1,47224.0,35.0,777.5,2.5,3655,1
2251,1,125679.0,0.0,3,1,4,57626.25,27.0,650.0,1.0,3683,0
2252,1,203218.75,0.0,5,1,1,56685.0,16.0,0.0,0.0,3476,0
2253,0,64414.0,0.0,1,1,1,1952.0,12.0,0.0,0.0,2395,0
2254,3,34204.0,0.0,1,1,1,16862.0,9.0,777.5,2.5,3596,1
2255,0,22384.0,0.0,1,1,1,0.0,0.0,0.0,0.0,3676,0
2256,0,13381.0,0.0,1,1,1,1150.0,2.0,150.0,1.0,3312,0
2257,2,10959.0,0.0,1,1,1,500.0,1.0,0.0,0.0,3469,1
2258,0,28607.0,0.0,1,1,1,5943.0,5.0,0.0,0.0,2895,0
2259,0,30686.0,0.0,1,1,1,6161.0,2.0,0.0,0.0,3596,0
2260,0,8260.0,0.0,1,1,1,700.0,2.0,0.0,0.0,3673,0
2261,1,61584.0,0.0,4,1,1,27937.0,14.0,0.0,0.0,3783,0
2262,1,141594.0,0.0,2,1,1,30565.0,16.0,0.0,0.0,3776,0
2263,3,114549.0,0.0,1,1,1,5000.0,4.0,777.5,2.0,3760,1
2264,2,64153.0,0.0,3,1,1,23563.0,19.0,0.0,0.0,3575,1
2265,0,10000.0,0.0,1,1,1,790.0,3.0,0.0,0.0,3564,0
2266,2,21839.0,0.0,1,1,1,853.0,3.0,119.0,1.0,3638,1
2267,3,182704.0,0.0,1,1,1,5850.0,12.0,777.5,2.5,3820,1
2268,1,92551.0,0.0,3,1,1,13755.0,13.0,500.0,1.0,3895,0
2269,2,49353.0,0.0,4,1,1,34656.0,14.0,0.0,0.0,3540,1
2270,2,21843.0,0.0,1,1,1,1411.0,9.0,0.0,0.0,3177,1
2271,0,34072.0,0.0,1,1,1,500.0,1.0,0.0,0.0,3879,0
2272,2,72962.0,0.0,4,1,1,28055.0,16.0,0.0,0.0,3869,1
2273,3,99502.0,0.0,3,1,1,19678.0,28.0,600.0,2.0,4182,0
2274,2,13250.0,0.0,3,1,1,17778.0,14.0,0.0,0.0,3861,1
2275,1,98232.0,0.0,5,1,1,56687.0,14.0,500.0,1.0,3867,0
2276,4,98895.0,0.0,4,1,1,57626.25,17.0,500.0,1.0,3854,1
2277,3,119340.0,0.0,1,1,1,400.0,5.0,400.0,2.5,3855,1
2278,0,30171.0,0.0,1,3,1,15370.0,13.0,0.0,0.0,3853,0
2279,0,105957.0,0.0,1,1,1,4881.0,12.0,0.0,0.0,3859,0
2280,0,22548.0,0.0,1,1,1,3225.0,9.0,0.0,0.0,3852,0
2281,2,89761.0,0.0,3,1,1,11965.0,13.0,0.0,0.0,3845,1
2282,0,65263.0,0.0,1,1,1,22500.0,4.0,0.0,0.0,3844,0
2283,1,128456.0,0.0,5,1,3,57626.25,28.0,0.0,0.0,3764,0
2284,3,35203.0,0.0,1,1,1,1800.0,16.0,777.5,2.5,3832,0
2285,3,62023.0,0.0,1,1,1,750.0,4.0,550.0,1.0,3819,0
2286,0,44197.0,0.0,1,1,1,2500.0,1.0,0.0,0.0,3831,0
2287,1,104245.0,0.0,4,1,1,45589.0,14.0,0.0,0.0,3810,0
2288,1,203218.75,0.0,4,1,1,43392.0,17.0,500.0,1.0,3818,0
2289,3,85496.0,0.0,1,1,1,2799.0,7.0,777.5,2.5,3820,0
2290,3,49874.0,0.0,1,1,1,7200.0,9.0,777.5,2.5,3817,1
2291,1,109649.0,0.0,3,1,1,22136.0,13.0,0.0,0.0,3812,0
2292,2,34379.0,0.0,3,1,1,13051.0,20.0,150.0,1.0,3805,1
2293,3,56688.0,0.0,1,1,1,3550.0,10.0,777.5,2.5,3812,1
2294,2,48970.0,0.0,4,1,1,30872.0,14.0,0.0,0.0,3817,1
2295,4,70789.0,0.0,5,1,1,57626.25,29.0,150.0,1.0,3810,1
2296,0,24277.0,0.0,2,1,1,5330.0,5.0,0.0,0.0,3796,0
2297,2,20308.0,0.0,3,1,1,19526.0,13.0,0.0,0.0,3797,1
2298,1,111041.0,0.0,3,1,1,10252.0,12.0,0.0,0.0,3875,0
2299,0,27904.0,0.0,2,1,1,6622.0,17.0,0.0,0.0,3793,0
2300,1,128620.0,0.0,2,1,1,7747.0,12.0,0.0,0.0,3789,0
2301,4,65340.0,0.0,3,1,1,33795.0,11.0,500.0,1.0,3775,1
2302,0,27135.0,0.0,1,1,1,4908.0,11.0,0.0,0.0,3783,0
2303,0,32898.0,0.0,1,1,1,1000.0,1.0,0.0,0.0,3777,0
2304,1,196922.0,0.0,4,1,1,40170.0,18.0,0.0,0.0,3755,0
2305,1,196175.0,0.0,4,1,1,33886.0,13.0,0.0,0.0,3775,0
2306,0,11457.0,0.0,1,1,1,705.0,3.0,0.0,0.0,3767,0
2307,1,175344.0,0.0,4,1,1,40152.0,19.0,0.0,0.0,3770,0
2308,2,5154.0,0.0,5,1,1,54657.0,28.0,0.0,0.0,3769,1
2309,2,13232.0,0.0,1,1,1,8668.0,16.0,0.0,0.0,3753,1
2310,3,88232.0,0.0,1,1,1,11550.0,5.0,550.0,2.5,3729,1
2311,2,75526.0,0.0,4,1,1,46421.0,14.0,0.0,0.0,3712,1
2312,0,53935.0,0.0,1,1,1,0.0,0.0,0.0,0.0,3743,0
2313,0,18402.0,0.0,1,1,1,0.0,0.0,0.0,0.0,3746,0
2314,0,24784.0,0.0,1,1,1,100.0,1.0,0.0,0.0,3729,0
2315,1,62903.0,0.0,3,1,1,16434.0,13.0,0.0,0.0,3732,0
2316,4,80272.0,0.0,4,1,1,34744.0,14.0,550.0,2.0,3728,1
2317,0,10458.0,0.0,1,2,1,10458.0,12.0,0.0,0.0,3726,0
2318,2,188184.0,0.0,4,1,1,32170.0,13.0,0.0,0.0,3707,1
2319,1,83524.0,0.0,4,1,1,43152.0,18.0,0.0,0.0,3694,0
2320,0,10794.0,0.0,1,1,1,0.0,0.0,0.0,0.0,3712,0
2321,0,49807.0,0.0,2,1,1,6393.0,20.0,0.0,0.0,3718,0
2322,2,18266.0,0.0,3,1,1,12254.0,15.0,0.0,0.0,3713,1
2323,1,87851.0,0.0,4,1,1,28969.0,17.0,0.0,0.0,4026,0
2324,0,32991.0,0.0,1,1,1,1230.0,6.0,0.0,0.0,3693,0
2325,0,28677.0,0.0,1,1,1,215.0,3.0,0.0,0.0,3699,0
2326,1,103809.0,0.0,3,1,1,16776.0,14.0,0.0,0.0,3699,0
2327,2,417.0,0.0,1,1,1,3000.0,1.0,0.0,0.0,3670,1
2328,2,8859.0,0.0,3,1,1,11998.0,13.0,0.0,0.0,3690,1
2329,0,26896.0,0.0,1,1,1,5364.0,15.0,0.0,0.0,3685,0
2330,0,16986.0,0.0,1,1,1,0.0,0.0,0.0,0.0,3676,0
2331,2,25530.0,0.0,3,1,1,25131.0,17.0,0.0,0.0,3677,1
2332,1,77067.0,0.0,4,1,1,40129.0,15.0,0.0,0.0,3671,0
2333,0,6350.0,0.0,1,1,1,0.0,0.0,0.0,0.0,3657,0
2334,4,76118.0,0.0,5,1,1,57626.25,38.0,777.5,2.0,3621,1
2335,0,40420.0,0.0,2,1,1,8649.0,14.0,0.0,0.0,3651,0
2336,2,30178.0,0.0,3,1,1,14422.0,15.0,0.0,0.0,3656,1
2337,0,15088.0,0.0,1,1,1,0.0,0.0,0.0,0.0,3650,0
2338,4,138020.0,0.0,3,1,1,16449.0,17.0,500.0,1.0,3637,1
2339,2,27310.0,0.0,3,1,1,15537.0,16.0,500.0,1.0,3623,1
2340,1,109131.0,0.0,3,1,1,17481.0,17.0,150.0,1.0,3622,0
2341,2,35356.0,0.0,3,1,1,18520.0,15.0,300.0,1.0,3637,1
2342,0,33466.0,0.0,1,1,1,355.0,3.0,0.0,0.0,3592,0
2343,4,203218.75,0.0,4,1,1,50988.0,26.0,777.5,2.5,3630,0
2344,3,42107.0,0.0,1,1,1,3600.0,4.0,777.5,2.0,3607,1
2345,2,74796.0,0.0,3,1,1,19710.0,15.0,400.0,1.0,3616,1
2346,2,26129.0,0.0,3,1,1,20265.0,17.0,0.0,0.0,3629,1
2347,0,30893.0,0.0,1,1,1,0.0,0.0,0.0,0.0,3623,0
2348,3,9445.0,0.0,1,1,1,1000.0,2.0,777.5,2.0,3613,0
2349,0,52965.0,0.0,1,1,1,500.0,1.0,0.0,0.0,3606,0
2350,2,19516.0,0.0,3,1,1,17696.0,16.0,0.0,0.0,3593,1
2351,1,106378.0,0.0,4,1,1,56007.0,14.0,0.0,0.0,3607,0
2352,4,22201.0,0.0,4,1,1,51278.0,16.0,350.0,1.0,3602,1
2353,1,73378.0,0.0,3,1,1,13607.0,14.0,0.0,0.0,3599,0
2354,0,50193.0,0.0,1,1,1,12263.0,3.0,0.0,0.0,3596,0
2355,1,165144.0,0.0,3,1,1,24156.0,14.0,0.0,0.0,3581,0
2356,0,53556.0,0.0,1,1,1,0.0,0.0,0.0,0.0,3575,0
2357,4,18387.0,0.0,4,1,1,40560.0,19.0,777.5,2.0,3588,1
2358,2,28577.0,0.0,4,1,1,48564.0,14.0,0.0,0.0,3586,1
2359,1,55417.0,0.0,4,1,1,37127.0,31.0,0.0,0.0,3575,0
2360,1,142244.0,0.0,3,1,1,12325.0,13.0,0.0,0.0,3578,0
2361,0,23139.0,0.0,2,1,1,8156.0,14.0,0.0,0.0,3578,0
2362,4,146232.0,0.0,5,1,1,57626.25,19.0,375.0,1.0,3566,1
2363,0,35323.0,0.0,1,1,1,1875.0,8.0,0.0,0.0,3553,0
2364,2,108081.0,0.0,5,1,5,57626.25,24.0,0.0,0.0,3567,1
2365,0,1021.0,0.0,1,1,1,100.0,1.0,0.0,0.0,3553,0
2366,4,120345.0,0.0,4,1,1,38323.0,17.0,650.0,2.0,3544,1
2367,2,11593.0,0.0,2,1,1,9055.0,16.0,0.0,0.0,3558,1
2368,0,68180.0,0.0,1,1,1,2044.0,9.0,0.0,0.0,3550,0
2369,0,26605.0,0.0,1,1,1,3704.0,11.0,0.0,0.0,3543,0
2370,0,17920.0,0.0,1,1,1,3250.0,18.0,0.0,0.0,3546,0
2371,0,85156.0,0.0,1,1,1,133.0,5.0,0.0,0.0,3550,0
2372,0,9005.0,0.0,1,1,1,520.0,1.0,0.0,0.0,3531,0
2373,2,55404.0,0.0,2,1,1,10613.0,15.0,500.0,1.0,3531,1
2374,0,42584.0,0.0,1,1,1,841.0,6.0,0.0,0.0,3526,0
2375,3,92843.0,0.0,1,1,1,27650.0,29.0,777.5,2.5,3530,1
2376,2,51082.0,0.0,4,1,1,40878.0,13.0,0.0,0.0,3524,1
2377,0,18727.0,0.0,1,1,1,0.0,0.0,0.0,0.0,3524,0
2378,1,203218.75,0.0,4,1,1,43162.0,19.0,0.0,0.0,3518,0
2379,3,48806.0,0.0,1,1,1,12600.0,10.0,777.5,2.5,3502,1
2380,0,15610.0,0.0,1,1,1,0.0,0.0,0.0,0.0,3508,0
2381,2,46876.0,0.0,1,1,1,9680.0,7.0,0.0,0.0,3498,1
2382,0,14075.0,0.0,1,1,1,4286.0,15.0,0.0,0.0,3513,0
2383,2,59895.0,0.0,1,1,1,10500.0,4.0,0.0,0.0,3497,1
2384,0,25936.0,0.0,1,1,1,0.0,0.0,0.0,0.0,3495,0
2385,0,134318.0,0.0,1,1,1,333.0,3.0,258.0,1.0,3488,0
2386,0,32807.0,0.0,1,1,1,17259.0,4.0,0.0,0.0,3482,0
2387,2,38591.0,0.0,2,1,1,11039.0,18.0,0.0,0.0,3488,1
2388,1,48958.0,0.0,3,1,1,24430.0,5.0,0.0,0.0,3483,0
2389,0,10710.0,0.0,1,1,1,1000.0,1.0,0.0,0.0,3460,0
2390,2,60349.0,0.0,2,1,1,10350.0,18.0,0.0,0.0,3468,1
2391,0,9453.0,0.0,1,1,1,2585.0,5.0,0.0,0.0,3463,0
2392,1,60867.0,0.0,4,1,1,41345.0,18.0,0.0,0.0,3454,0
2393,0,27590.0,0.0,1,1,1,100.0,1.0,0.0,0.0,3455,0
2394,1,100069.0,0.0,3,1,1,18745.0,13.0,0.0,0.0,3454,0
2395,0,27820.0,0.0,1,1,1,3005.0,11.0,0.0,0.0,3454,0
2396,0,20503.0,0.0,1,1,1,520.0,3.0,0.0,0.0,3445,0
2397,3,137371.0,0.0,1,1,1,4977.0,6.0,777.5,2.5,3447,0
2398,2,12950.0,0.0,2,1,1,12798.0,18.0,195.0,1.0,3432,1
